,ADDRESS,CITY,ZIP,JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,YTD,TYPE,YEAR
142,3104 N. Narragansett Ave.,Chicago,60611,2334.0,4986.0,5554.0,6818.0,6454.0,7153.0,6601.0,6583.0,5137.0,5871.0,4561.0,3801.0,65853.0,Circulation,2019
143,3104 N. Narragansett Ave.,Chicago,60611,2334.0,4986.0,5554.0,6818.0,6454.0,7153.0,6601.0,6583.0,5137.0,5871.0,4561.0,3801.0,65853.0,Visitors,2019
144,4856 W. Chicago Ave.,Chicago,60634,827.0,767.0,684.0,756.0,851.0,228.0,845.0,731.0,802.0,1031.0,704.0,586.0,8812.0,Circulation,2019
145,4856 W. Chicago Ave.,Chicago,60634,827.0,767.0,684.0,756.0,851.0,228.0,845.0,731.0,802.0,1031.0,704.0,586.0,8812.0,Visitors,2019
146,1745 W. 63rd St.,Chicago,60651,1053.0,940.0,1043.0,1095.0,1200.0,1100.0,1249.0,1469.0,1227.0,1181.0,1123.0,854.0,13534.0,Circulation,2019
147,1745 W. 63rd St.,Chicago,60651,1053.0,940.0,1043.0,1095.0,1200.0,1100.0,1249.0,1469.0,1227.0,1181.0,1123.0,854.0,13534.0,Visitors,2019
148,4020 W. 63rd St.,Chicago,60636,2757.0,2631.0,2859.0,3038.0,2761.0,2807.0,3470.0,3049.0,2919.0,4307.0,3305.0,2479.0,36382.0,Circulation,2019
149,4020 W. 63rd St.,Chicago,60636,2757.0,2631.0,2859.0,3038.0,2761.0,2807.0,3470.0,3049.0,2919.0,4307.0,3305.0,2479.0,36382.0,Visitors,2019
150,122 N. Aberdeen St.,Chicago,60607,2620.0,5386.0,5732.0,4838.0,4830.0,4879.0,5720.0,5916.0,5124.0,5449.0,4789.0,4122.0,59405.0,Circulation,2019
151,122 N. Aberdeen St.,Chicago,60607,2620.0,5386.0,5732.0,4838.0,4830.0,4879.0,5720.0,5916.0,5124.0,5449.0,4789.0,4122.0,59405.0,Visitors,2019
152,830 W. 119th St.,Chicago,60643,1346.0,1439.0,1563.0,1343.0,1659.0,1656.0,1663.0,1630.0,1673.0,1422.0,1217.0,1212.0,17823.0,Circulation,2019
153,830 W. 119th St.,Chicago,60643,1346.0,1439.0,1563.0,1343.0,1659.0,1656.0,1663.0,1630.0,1673.0,1422.0,1217.0,1212.0,17823.0,Visitors,2019
154,1625 W. Chicago Ave.,Chicago,60622,5076.0,4166.0,5454.0,5075.0,4659.0,5366.0,5756.0,5878.0,5001.0,4950.0,4511.0,3997.0,59889.0,Circulation,2019
155,1625 W. Chicago Ave.,Chicago,60622,5076.0,4166.0,5454.0,5075.0,4659.0,5366.0,5756.0,5878.0,5001.0,4950.0,4511.0,3997.0,59889.0,Visitors,2019
156,415 East 79th St.,Chicago,60619,763.0,1496.0,2003.0,1911.0,1879.0,1997.0,2126.0,1914.0,1861.0,2288.0,2089.0,1646.0,21973.0,Circulation,2019
157,415 East 79th St.,Chicago,60619,763.0,1496.0,2003.0,1911.0,1879.0,1997.0,2126.0,1914.0,1861.0,2288.0,2089.0,1646.0,21973.0,Visitors,2019
158,9525 S. Halsted St.,Chicago,60628,5061.0,5034.0,5524.0,5313.0,4683.0,5133.0,5103.0,4966.0,5118.0,5475.0,4667.0,3856.0,59933.0,Circulation,2019
159,9525 S. Halsted St.,Chicago,60628,5061.0,5034.0,5524.0,5313.0,4683.0,5133.0,5103.0,4966.0,5118.0,5475.0,4667.0,3856.0,59933.0,Visitors,2019
160,8530 S. Kedzie Ave.,Chicago,60652,1478.0,1322.0,1526.0,1440.0,1566.0,1675.0,1812.0,1631.0,1552.0,1475.0,1297.0,833.0,17607.0,Circulation,2019
161,8530 S. Kedzie Ave.,Chicago,60652,1478.0,1322.0,1526.0,1440.0,1566.0,1675.0,1812.0,1631.0,1552.0,1475.0,1297.0,833.0,17607.0,Visitors,2019
162,11071 S. Hoyne Ave.,Chicago,60643,1084.0,1084.0,963.0,0.0,0.0,465.0,805.0,875.0,889.0,946.0,712.0,736.0,8559.0,Circulation,2020
163,3401 W. Foster Ave.,Chicago,60625,7062.0,6338.0,3957.0,0.0,0.0,3130.0,5015.0,5095.0,4810.0,4807.0,4738.0,4295.0,49247.0,Circulation,2020
164,8148 S. Stony Island Ave.,Chicago,60617,2531.0,2244.0,1798.0,0.0,0.0,917.0,1466.0,1349.0,1543.0,1935.0,1407.0,1609.0,16799.0,Circulation,2020
165,1350 W. 89th St.,Chicago,60620,583.0,450.0,314.0,0.0,0.0,139.0,288.0,382.0,364.0,488.0,258.0,311.0,3577.0,Circulation,2020
166,7454 W. Balmoral Ave.,Chicago,60656,6094.0,4772.0,3772.0,0.0,0.0,2792.0,4465.0,3772.0,4188.0,4486.0,4208.0,4134.0,42683.0,Circulation,2020
167,1336 W. Taylor St.,Chicago,60607,5351.0,4915.0,3249.0,0.0,0.0,2876.0,3969.0,3816.0,3728.0,3814.0,3727.0,2341.0,37786.0,Circulation,2020
168,5331 W. Devon Ave.,Chicago,60646,8446.0,6924.0,5378.0,0.0,2.0,4591.0,7465.0,7083.0,6899.0,6664.0,4243.0,6304.0,63999.0,Circulation,2020
169,6151 S. Normal Blvd.,Chicago,60621,933.0,773.0,561.0,0.0,0.0,291.0,307.0,365.0,317.0,417.0,250.0,284.0,4498.0,Circulation,2020
170,6000 N. Broadway St.,Chicago,60660,14221.0,13235.0,9551.0,0.0,35.0,6613.0,10245.0,9833.0,9739.0,10487.0,9853.0,9758.0,103570.0,Circulation,2020
171,310 W. Division St.,Chicago,60610,8411.0,7896.0,4181.0,0.0,0.0,5435.0,8240.0,8014.0,8163.0,8189.0,7204.0,6765.0,72498.0,Circulation,2020
172,642 W. 43rd St.,Chicago,60609,1538.0,1571.0,984.0,0.0,6.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,4120.0,Circulation,2020
173,3400 S. Halsted St.,Chicago,60608,4460.0,4534.0,3439.0,0.0,0.0,2480.0,3809.0,3545.0,3804.0,4125.0,3450.0,3399.0,37045.0,Circulation,2020
174,6 S. Hoyne Ave.,Chicago,60612,1728.0,1597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3325.0,Circulation,2020
175,5108 W. Belmont Ave.,Chicago,60641,5674.0,4989.0,3519.0,0.0,0.0,2184.0,3091.0,3544.0,3445.0,3634.0,3233.0,2949.0,36262.0,Circulation,2020
176,415 East 79th St.,Chicago,60619,1781.0,1655.0,1094.0,0.0,0.0,403.0,840.0,767.0,867.0,833.0,826.0,644.0,9710.0,Circulation,2020
177,1000 E. 73rd St.,Chicago,60619,1265.0,1021.0,768.0,0.0,0.0,424.0,624.0,509.0,592.0,524.0,395.0,617.0,6739.0,Circulation,2020
178,4101 W. 79th St.,Chicago,60652,1890.0,1661.0,1246.0,0.0,1.0,658.0,1059.0,1051.0,1013.0,1164.0,960.0,947.0,11650.0,Circulation,2020
179,13281 S. Corliss Ave.,Chicago,60827,360.0,271.0,148.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,141.0,165.0,1109.0,Circulation,2020
180,4020 W. 63rd St.,Chicago,60629,3340.0,2954.0,1835.0,0.0,0.0,897.0,1197.0,1345.0,1617.0,1535.0,1313.0,963.0,16996.0,Circulation,2020
181,2111 W. 47th St.,Chicago,60609,1889.0,1847.0,1541.0,0.0,0.0,570.0,798.0,818.0,1087.0,1026.0,857.0,718.0,11151.0,Circulation,2020
182,6907 N. Clark St.,Chicago,60626,8713.0,8311.0,5421.0,1.0,5.0,4386.0,7040.0,7083.0,7252.0,7167.0,3328.0,6867.0,65574.0,Circulation,2020
183,6348 S. Archer Ave.,Chicago,60638,3964.0,3688.0,2942.0,0.0,0.0,1749.0,2711.0,2813.0,2934.0,2797.0,2528.0,2347.0,28473.0,Circulation,2020
184,3436 S. King Dr.,Chicago,60616,2157.0,1770.0,1276.0,0.0,0.0,135.0,982.0,872.0,960.0,1057.0,876.0,1060.0,11145.0,Circulation,2020
185,163 E. Pearson Street,Chicago,60611,5122.0,4327.0,3085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12534.0,Circulation,2020
186,733 N. Kedzie Ave.,Chicago,60612,2800.0,2600.0,1643.0,0.0,0.0,1213.0,1310.0,1656.0,1598.0,1640.0,1237.0,1268.0,16965.0,Circulation,2020
187,1605 N. Troy St.,Chicago,60647,4333.0,4248.0,3380.0,0.0,0.0,1815.0,2991.0,3186.0,3462.0,5922.0,3748.0,3161.0,36246.0,Circulation,2020
188,4455 N. Lincoln Ave.,Chicago,60625,30141.0,28385.0,19560.0,0.0,1.0,14566.0,22356.0,22163.0,22489.0,22846.0,22776.0,21181.0,226464.0,Circulation,2020
189,4904 S. Lake Park Ave.,Chicago,60615,7975.0,7461.0,4281.0,0.0,0.0,4583.0,6324.0,5951.0,6350.0,6111.0,5961.0,5840.0,60837.0,Circulation,2020
190,5724 W. North Ave.,Chicago,60639,1072.0,869.0,573.0,0.0,0.0,410.0,647.0,703.0,796.0,705.0,682.0,636.0,7093.0,Circulation,2020
191,1625 W. Chicago Ave.,Chicago,60622,4684.0,4537.0,3287.0,0.0,0.0,2582.0,3101.0,3382.0,3452.0,3847.0,3394.0,3269.0,35535.0,Circulation,2020
192,5630 N. Lincoln Ave.,Chicago,60659,7384.0,6714.0,4696.0,0.0,0.0,3109.0,5321.0,5578.0,5659.0,6165.0,5467.0,5534.0,55627.0,Circulation,2020
193,1150 W. Fullerton Ave.,Chicago,60614,12260.0,11556.0,7889.0,0.0,0.0,6265.0,9061.0,8792.0,8753.0,9925.0,8895.0,8669.0,92065.0,Circulation,2020
194,1745 W. 63rd St.,Chicago,60636,1050.0,905.0,557.0,0.0,0.0,191.0,261.0,347.0,369.0,362.0,337.0,242.0,4621.0,Circulation,2020
195,5055 S. Archer Ave.,Chicago,60632,3769.0,3498.0,2681.0,0.0,0.0,1398.0,2151.0,2103.0,2194.0,2365.0,1954.0,1816.0,23929.0,Circulation,2020
196,3048 E. 130th St.,Chicago,60633,2020.0,1334.0,1404.0,0.0,0.0,602.0,1052.0,1113.0,1195.0,1219.0,652.0,888.0,11479.0,Circulation,2020
197,4024 N. Elston Ave.,Chicago,60618,6652.0,7177.0,3946.0,0.0,0.0,3919.0,6265.0,5913.0,5559.0,5734.0,5356.0,5173.0,55694.0,Circulation,2020
198,1805 S. Loomis St.,Chicago,60608,3456.0,2838.0,1732.0,2.0,0.0,1142.0,2019.0,2201.0,2296.0,2186.0,1783.0,1881.0,21536.0,Circulation,2020
199,2505 E. 73rd St.,Chicago,60649,1.0,965.0,1088.0,0.0,0.0,643.0,851.0,876.0,977.0,1038.0,808.0,533.0,7780.0,Circulation,2020
200,2100 S. Wentworth Ave.,Chicago,60616,6044.0,5774.0,3024.0,0.0,5.0,2783.0,3699.0,3788.0,3891.0,4285.0,3502.0,3539.0,40334.0,Circulation,2020
201,3353 W. 13th St.,Chicago,60623,1112.0,879.0,577.0,0.0,0.0,235.0,368.0,311.0,418.0,414.0,276.0,195.0,4785.0,Circulation,2020
202,3030 W. Fullerton Ave.,Chicago,60647,11156.0,10359.0,7846.0,0.0,1.0,4824.0,9139.0,8789.0,7514.0,3.0,5421.0,6871.0,71923.0,Circulation,2020
203,6083 N. Northwest Hwy.,Chicago,60631,1518.0,4675.0,4110.0,0.0,0.0,3236.0,4845.0,2779.0,3830.0,4345.0,4095.0,3821.0,37254.0,Circulation,2020
204,6871 W. Belden Ave.,Chicago,60707,732.0,628.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1705.0,Circulation,2020
205,3104 N. Narragansett Ave.,Chicago,60634,4697.0,4840.0,4026.0,0.0,11.0,1249.0,2989.0,2957.0,3032.0,3390.0,3049.0,2782.0,33022.0,Circulation,2020
206,1701 N. Milwaukee Ave.,Chicago,60647,9696.0,9222.0,6361.0,0.0,0.0,4494.0,6914.0,7265.0,7067.0,9118.0,7314.0,7422.0,74873.0,Circulation,2020
207,4300 W. North Ave.,Chicago,60639,1733.0,1962.0,954.0,0.0,0.0,722.0,846.0,999.0,1102.0,1294.0,963.0,690.0,11265.0,Circulation,2020
208,1915 W. 35th St.,Chicago,60609,4750.0,4363.0,3334.0,0.0,0.0,2296.0,3279.0,2914.0,2705.0,2790.0,2562.0,2022.0,31015.0,Circulation,2020
209,830 W. 119th St.,Chicago,60643,1449.0,1491.0,1083.0,0.0,0.0,344.0,678.0,790.0,842.0,739.0,703.0,649.0,8768.0,Circulation,2020
210,1962 W. 95th St.,Chicago,60643,3746.0,3822.0,3017.0,0.0,0.0,1937.0,2928.0,2817.0,2940.0,2793.0,2824.0,2349.0,29173.0,Circulation,2020
211,115 S. Pulaski Rd.,Chicago,60624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,221.0,245.0,Circulation,2020
212,2708 S. Pulaski Rd.,Chicago,60623,4410.0,3785.0,3086.0,0.0,0.0,1239.0,2000.0,1602.0,1921.0,2100.0,1959.0,1679.0,23781.0,Circulation,2020
213,5615 W. Race Ave.,Chicago,60644,1315.0,1235.0,809.0,0.0,0.0,452.0,730.0,920.0,944.0,782.0,639.0,566.0,8392.0,Circulation,2020
214,8530 S. Kedzie Ave.,Chicago,60652,1313.0,1244.0,1016.0,0.0,0.0,512.0,764.0,674.0,760.0,947.0,645.0,721.0,8596.0,Circulation,2020
215,5363 W. Lawrence Ave.,Chicago,60630,6161.0,5460.0,4235.0,0.0,2.0,3067.0,4073.0,3099.0,3574.0,4299.0,4109.0,3663.0,41742.0,Circulation,2020
216,4400 W. Lawrence Ave.,Chicago,60630,2929.0,2892.0,2079.0,0.0,0.0,1547.0,2408.0,2419.0,2662.0,2654.0,2626.0,2230.0,24446.0,Circulation,2020
217,9055 S. Houston Ave.,Chicago,60617,1667.0,1234.0,804.0,0.0,0.0,342.0,534.0,709.0,790.0,885.0,577.0,6.0,7548.0,Circulation,2020
218,6423 W. 63rd Pl.,Chicago,60638,2242.0,2139.0,1754.0,0.0,0.0,1109.0,1686.0,1626.0,1866.0,1686.0,1437.0,1407.0,16952.0,Circulation,2020
219,644 W. Belmont Ave.,Chicago,60657,0.0,0.0,0.0,0.0,0.0,36.0,5627.0,6722.0,7177.0,7703.0,7005.0,6881.0,41151.0,Circulation,2020
220,929 W. Buena Ave.,Chicago,60613,7877.0,7308.0,5655.0,0.0,0.0,4160.0,6301.0,5730.0,5915.0,6060.0,5055.0,5446.0,59507.0,Circulation,2020
221,6120 S. Kedzie Ave.,Chicago,60629,2161.0,2506.0,1774.0,0.0,1.0,854.0,1321.0,1641.0,1278.0,1163.0,1271.0,1110.0,15080.0,Circulation,2020
222,400 S. State Street,Chicago,60605,48585.0,42078.0,31090.0,275.0,245.0,16445.0,22446.0,23210.0,24061.0,24382.0,23071.0,20990.0,276878.0,Circulation,2020
223,4314 S. Archer Ave.,Chicago,60632,3047.0,2830.0,2327.0,0.0,0.0,881.0,1610.0,1969.0,1859.0,1914.0,1373.0,1237.0,19047.0,Circulation,2020
224,4856 W. Chicago Ave.,Chicago,60651,703.0,713.0,412.0,0.0,0.0,207.0,345.0,284.0,298.0,338.0,236.0,138.0,3674.0,Circulation,2020
225,2311 S. Kedzie Ave.,Chicago,60623,2862.0,2444.0,1659.0,0.0,0.0,855.0,1144.0,1347.0,1602.0,1445.0,1132.0,1136.0,15626.0,Circulation,2020
226,1659 W. Melrose St.,Chicago,60657,14013.0,13412.0,9198.0,0.0,12.0,7628.0,10263.0,9744.0,10462.0,11492.0,9859.0,9305.0,105388.0,Circulation,2020
227,2807 W. 55th St.,Chicago,60632,1254.0,1233.0,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3214.0,Circulation,2020
228,6800 N. Western Ave.,Chicago,60645,10481.0,9613.0,7569.0,19.0,0.0,6868.0,10675.0,10285.0,9867.0,10236.0,9692.0,9492.0,94797.0,Circulation,2020
229,7455 W. Cornelia Ave.,Chicago,60634,3769.0,3407.0,3017.0,0.0,0.0,2675.0,3465.0,3218.0,2786.0,2978.0,2817.0,2368.0,30500.0,Circulation,2020
230,1226 W. Ainslie St.,Chicago,60640,8134.0,7405.0,5063.0,1.0,0.0,4028.0,6402.0,6339.0,6441.0,6726.0,5794.0,4218.0,60551.0,Circulation,2020
231,122 N. Aberdeen St.,Chicago,60607,5153.0,4618.0,2853.0,0.0,0.0,2238.0,3442.0,3858.0,3322.0,4115.0,3678.0,3434.0,36711.0,Circulation,2020
232,11001 S. Indiana Ave.,Chicago,60628,840.0,716.0,551.0,0.0,0.0,204.0,375.0,249.0,16.0,0.0,222.0,195.0,3368.0,Circulation,2020
233,2401 E. 100th St.,Chicago,60617,662.0,500.0,482.0,0.0,0.0,278.0,454.0,381.0,373.0,393.0,277.0,291.0,4091.0,Circulation,2020
234,4801 S. Michigan Ave.,Chicago,60615,1249.0,1108.0,990.0,0.0,0.0,749.0,945.0,823.0,903.0,868.0,70.0,0.0,7705.0,Circulation,2020
235,11010 S. Kedzie Ave.,Chicago,60655,4603.0,3804.0,3015.0,0.0,0.0,2467.0,3297.0,3308.0,3425.0,3364.0,3317.0,2807.0,33407.0,Circulation,2020
236,731 E. 63rd St.,Chicago,60637,1747.0,1750.0,1032.0,0.0,0.0,727.0,923.0,1061.0,1015.0,888.0,798.0,836.0,10777.0,Circulation,2020
237,6100 W. Irving Park Rd.,Chicago,60634,7877.0,7175.0,4749.0,0.0,0.0,4077.0,6122.0,5898.0,6365.0,5869.0,4495.0,4077.0,56704.0,Circulation,2020
238,9525 S. Halsted St.,Chicago,60628,4587.0,4162.0,3034.0,0.0,10.0,1292.0,2022.0,2011.0,2187.0,2387.0,1802.0,1779.0,25273.0,Circulation,2020
239,7506 S. Racine Ave.,Chicago,60620,1485.0,1471.0,872.0,0.0,0.0,480.0,804.0,807.0,1008.0,1054.0,815.0,777.0,9573.0,Circulation,2020
240,3647 S. State St.,Chicago,60609,749.0,728.0,537.0,0.0,0.0,384.0,594.0,588.0,750.0,657.0,498.0,550.0,6035.0,Circulation,2020
241,3710 E. 106th St.,Chicago,60617,986.0,2091.0,1792.0,0.0,0.0,713.0,1343.0,1454.0,1246.0,1356.0,1578.0,1126.0,13685.0,Circulation,2020
242,5440 S. Racine Ave.,Chicago,60609,411.0,521.0,373.0,0.0,0.0,117.0,202.0,223.0,209.0,129.0,302.0,188.0,2675.0,Circulation,2020
243,11071 S. Hoyne Ave.,Chicago,60643,0.0,0.0,0.0,0.0,0.0,0.0,147.0,547.0,480.0,765.0,263.0,404.0,2606.0,Visitors,2020
244,3401 W. Foster Ave.,Chicago,60625,9878.0,9473.0,5077.0,0.0,0.0,3188.0,4156.0,4566.0,4295.0,4272.0,3727.0,3567.0,52199.0,Visitors,2020
245,8148 S. Stony Island Ave.,Chicago,60617,8908.0,7616.0,4437.0,0.0,0.0,2713.0,3939.0,4140.0,3933.0,3899.0,3575.0,2083.0,45243.0,Visitors,2020
246,1350 W. 89th St.,Chicago,60620,2455.0,2279.0,1522.0,0.0,0.0,707.0,494.0,600.0,686.0,726.0,559.0,580.0,10608.0,Visitors,2020
247,7454 W. Balmoral Ave.,Chicago,60656,7781.0,6343.0,3920.0,0.0,0.0,1616.0,2382.0,2927.0,3467.0,3263.0,3626.0,3289.0,38614.0,Visitors,2020
248,1336 W. Taylor St.,Chicago,60607,10850.0,10504.0,3401.0,0.0,0.0,2996.0,3099.0,2300.0,2087.0,1240.0,2886.0,1570.0,40933.0,Visitors,2020
249,5331 W. Devon Ave.,Chicago,60646,7485.0,6533.0,4488.0,0.0,0.0,3775.0,5091.0,4750.0,4749.0,4559.0,2329.0,3798.0,47557.0,Visitors,2020
250,6151 S. Normal Blvd.,Chicago,60621,5448.0,5301.0,3274.0,0.0,0.0,360.0,610.0,857.0,736.0,814.0,664.0,582.0,18646.0,Visitors,2020
251,6000 N. Broadway St.,Chicago,60660,15208.0,13339.0,16636.0,0.0,0.0,5031.0,7816.0,7342.0,5542.0,8189.0,5950.0,6397.0,91450.0,Visitors,2020
252,310 W. Division St.,Chicago,60610,10765.0,9489.0,6197.0,0.0,0.0,4539.0,6207.0,6005.0,6181.0,6109.0,4796.0,4860.0,65148.0,Visitors,2020
253,642 W. 43rd St.,Chicago,60609,2493.0,2555.0,1355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6403.0,Visitors,2020
254,3400 S. Halsted St.,Chicago,60608,4565.0,4210.0,2989.0,0.0,0.0,1503.0,1887.0,2104.0,2298.0,2744.0,2211.0,1559.0,26070.0,Visitors,2020
255,6 S. Hoyne Ave.,Chicago,60612,7161.0,6683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13844.0,Visitors,2020
256,5108 W. Belmont Ave.,Chicago,60641,5365.0,5073.0,6851.0,0.0,0.0,1662.0,2497.0,3058.0,3013.0,3049.0,2182.0,2357.0,35107.0,Visitors,2020
257,9525 S. Halsted St.,Chicago,60628,16492.0,16461.0,14015.0,0.0,0.0,2238.0,4817.0,5088.0,5260.0,5900.0,4322.0,3773.0,78366.0,Visitors,2020
258,1000 E. 73rd St.,Chicago,60619,4210.0,3399.0,2046.0,0.0,0.0,673.0,1085.0,1150.0,1280.0,1521.0,1128.0,1043.0,17535.0,Visitors,2020
259,4101 W. 79th St.,Chicago,60652,3190.0,3210.0,2501.0,0.0,0.0,1742.0,2531.0,2536.0,2210.0,2710.0,1835.0,1935.0,24400.0,Visitors,2020
260,13281 S. Corliss Ave.,Chicago,60827,2730.0,1809.0,1127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5666.0,Visitors,2020
261,122 N. Aberdeen St.,Chicago,60607,7440.0,6686.0,3575.0,0.0,0.0,2387.0,3372.0,3462.0,2902.0,3051.0,2424.0,2568.0,37867.0,Visitors,2020
262,2111 W. 47th St.,Chicago,60609,3226.0,3246.0,1848.0,0.0,0.0,1643.0,1652.0,1810.0,1820.0,1870.0,1503.0,1398.0,20016.0,Visitors,2020
263,6907 N. Clark St.,Chicago,60626,11997.0,11407.0,6878.0,0.0,0.0,4655.0,7428.0,7724.0,9067.0,8118.0,3129.0,5314.0,75717.0,Visitors,2020
264,6348 S. Archer Ave.,Chicago,60638,5282.0,4928.0,3215.0,0.0,0.0,2448.0,2899.0,2941.0,2865.0,2957.0,2413.0,2337.0,32285.0,Visitors,2020
265,3436 S. King Dr.,Chicago,60616,2904.0,3518.0,1960.0,0.0,0.0,65.0,1260.0,1438.0,1588.0,1585.0,1290.0,1294.0,16902.0,Visitors,2020
266,3104 N. Narragansett Ave.,Chicago,60634,3816.0,4175.0,7177.0,0.0,0.0,1076.0,2310.0,2471.0,2451.0,3088.0,2186.0,1979.0,30729.0,Visitors,2020
267,733 N. Kedzie Ave.,Chicago,60612,10899.0,11767.0,7358.0,0.0,0.0,5363.0,5653.0,5363.0,6430.0,7365.0,6105.0,6099.0,72402.0,Visitors,2020
268,1605 N. Troy St.,Chicago,60647,4846.0,4760.0,6954.0,0.0,0.0,947.0,2441.0,3156.0,3432.0,4809.0,3148.0,2786.0,37279.0,Visitors,2020
269,4455 N. Lincoln Ave.,Chicago,60625,29483.0,27624.0,14313.0,0.0,0.0,9709.0,14281.0,14330.0,14172.0,15367.0,12640.0,13600.0,165519.0,Visitors,2020
270,4904 S. Lake Park Ave.,Chicago,60615,7216.0,6828.0,3628.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,140.0,1954.0,20075.0,Visitors,2020
271,5724 W. North Ave.,Chicago,60639,3864.0,3893.0,1597.0,0.0,0.0,594.0,1260.0,1528.0,1448.0,1403.0,1192.0,1128.0,17907.0,Visitors,2020
272,415 East 79th St.,Chicago,60619,8004.0,7119.0,10619.0,0.0,0.0,1010.0,1639.0,2376.0,2541.0,1505.0,1988.0,1330.0,38131.0,Visitors,2020
273,5630 N. Lincoln Ave.,Chicago,60659,10069.0,9802.0,8101.0,0.0,0.0,3299.0,5719.0,6141.0,5455.0,5560.0,5100.0,5095.0,64341.0,Visitors,2020
274,1150 W. Fullerton Ave.,Chicago,60614,11563.0,11031.0,13002.0,0.0,0.0,4139.0,5547.0,5466.0,4993.0,6030.0,4960.0,5009.0,71740.0,Visitors,2020
275,4020 W. 63rd St.,Chicago,60629,4880.0,4682.0,3255.0,0.0,0.0,538.0,891.0,1288.0,1391.0,1548.0,1055.0,1041.0,20569.0,Visitors,2020
276,5055 S. Archer Ave.,Chicago,60632,6620.0,5803.0,4045.0,0.0,0.0,2697.0,3767.0,3754.0,3737.0,3999.0,3198.0,3229.0,40849.0,Visitors,2020
277,3048 E. 130th St.,Chicago,60633,3017.0,2785.0,2064.0,0.0,0.0,1378.0,1832.0,1857.0,1698.0,1998.0,961.0,1332.0,18922.0,Visitors,2020
278,4024 N. Elston Ave.,Chicago,60618,5491.0,5189.0,2275.0,0.0,0.0,1965.0,2776.0,2622.0,2865.0,2998.0,2025.0,1716.0,29922.0,Visitors,2020
279,1805 S. Loomis St.,Chicago,60608,10498.0,9411.0,6806.0,0.0,0.0,1945.0,3316.0,3001.0,3204.0,4051.0,3390.0,2148.0,47770.0,Visitors,2020
280,2505 E. 73rd St.,Chicago,60649,0.0,0.0,0.0,0.0,0.0,0.0,389.0,1086.0,1097.0,1262.0,894.0,387.0,5115.0,Visitors,2020
281,2100 S. Wentworth Ave.,Chicago,60616,19325.0,14701.0,10222.0,0.0,0.0,1884.0,3375.0,4147.0,4159.0,4854.0,3129.0,3176.0,68972.0,Visitors,2020
282,3353 W. 13th St.,Chicago,60623,0.0,0.0,0.0,0.0,0.0,388.0,1230.0,756.0,568.0,919.0,663.0,512.0,5036.0,Visitors,2020
283,3030 W. Fullerton Ave.,Chicago,60647,12501.0,11545.0,6711.0,0.0,0.0,4243.0,6795.0,8731.0,7027.0,0.0,4890.0,6146.0,68589.0,Visitors,2020
284,6083 N. Northwest Hwy.,Chicago,60631,736.0,3742.0,5078.0,0.0,0.0,2337.0,3306.0,1621.0,2654.0,3238.0,2448.0,2791.0,27951.0,Visitors,2020
285,6871 W. Belden Ave.,Chicago,60707,1591.0,1375.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,Visitors,2020
286,4856 W. Chicago Ave.,Chicago,60651,7252.0,5970.0,3967.0,0.0,0.0,542.0,832.0,873.0,851.0,835.0,620.0,595.0,22337.0,Visitors,2020
287,1701 N. Milwaukee Ave.,Chicago,60647,10699.0,9981.0,5663.0,0.0,0.0,2034.0,3654.0,4991.0,4948.0,5154.0,4552.0,4813.0,56489.0,Visitors,2020
288,4300 W. North Ave.,Chicago,60639,3209.0,2994.0,2029.0,0.0,0.0,444.0,1013.0,2274.0,2178.0,2259.0,1795.0,1567.0,19762.0,Visitors,2020
289,1915 W. 35th St.,Chicago,60609,6531.0,5301.0,3513.0,0.0,0.0,3604.0,4401.0,4118.0,4015.0,3820.0,2851.0,610.0,38764.0,Visitors,2020
290,1625 W. Chicago Ave.,Chicago,60622,9179.0,8264.0,5392.0,0.0,0.0,3076.0,3349.0,1767.0,5587.0,6650.0,4183.0,3107.0,50554.0,Visitors,2020
291,1962 W. 95th St.,Chicago,60643,2881.0,2843.0,1537.0,0.0,0.0,1119.0,1360.0,2003.0,1442.0,1753.0,1348.0,1136.0,17422.0,Visitors,2020
292,115 S. Pulaski Rd.,Chicago,60624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,108.0,Visitors,2020
293,2708 S. Pulaski Rd.,Chicago,60623,4196.0,4295.0,3589.0,0.0,0.0,1121.0,2017.0,1956.0,1780.0,2010.0,1526.0,1267.0,23757.0,Visitors,2020
