Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
5/24/2021,218,4,33,40,49,41,33,25,16,10,4,0,111,107,0,48,7,96,32,8,27,0,0,1,2,1,0,0,0,0,2,2,0,2,0,2,0,0,0,1,5,1,4,6,7,6,3,0,18,15,0,7,2,20,4,0,0
2/14/2021,143,9,20,22,38,29,19,17,4,12,2,0,75,68,0,33,8,27,53,7,15,0,0,0,0,0,2,3,4,0,4,5,0,2,0,3,4,0,0,1,2,3,0,4,4,4,2,0,9,11,0,7,0,9,4,0,0
6/24/2021,45,0,11,7,15,10,7,4,0,1,1,0,25,20,0,7,2,19,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,0,0,0,0,4,7,0,1,2,5,3,0,0
9/3/2020,341,3,25,36,103,60,51,49,23,13,6,0,181,159,1,152,7,61,96,5,20,0,0,0,0,1,0,0,2,0,1,2,0,3,0,0,0,0,0,0,4,4,2,5,5,4,1,0,12,13,0,10,0,7,5,3,0
3/25/2020,367,5,124,2,51,71,72,82,33,36,20,0,169,198,0,52,11,191,90,16,7,0,0,1,0,1,1,0,2,0,3,2,0,1,0,3,1,0,0,0,6,16,17,24,16,28,17,0,54,70,0,13,2,91,15,3,0
3/6/2020,3,0,2,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0
12/30/2021,8099,14,251,1747,1725,1441,1105,939,630,310,194,8,4426,3541,132,1811,315,1781,1591,428,2173,0,0,1,1,2,0,5,5,0,4,10,0,6,1,3,4,0,0,11,31,22,23,34,46,37,47,0,122,129,0,47,6,133,45,9,11
10/9/2020,668,4,30,67,172,168,100,69,52,27,13,0,325,342,1,278,12,100,210,25,43,0,0,0,1,0,1,1,1,0,0,4,0,1,0,0,2,0,1,2,3,4,4,5,4,3,5,0,16,14,0,8,0,11,10,1,0
7/13/2021,103,2,12,15,22,32,10,10,6,6,2,0,49,51,3,24,2,34,27,2,14,0,0,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,4,2,1,1,1,3,0,0,7,5,0,4,1,6,1,0,0
4/25/2020,638,38,118,32,122,120,135,107,67,31,24,0,313,325,0,348,15,117,90,17,51,0,0,2,1,6,6,11,12,0,14,24,0,12,2,19,5,0,0,0,5,11,12,25,30,20,15,0,52,66,0,47,3,42,18,8,0
5/11/2021,309,9,34,60,65,69,41,34,30,5,5,0,160,149,0,62,6,140,54,9,38,0,1,0,1,1,1,4,1,0,4,5,0,3,0,3,3,0,0,0,2,5,6,5,7,6,3,0,15,19,0,5,0,22,6,0,1
1/14/2021,1053,15,59,135,221,233,175,126,93,46,24,0,547,506,0,410,57,179,252,45,110,0,0,0,1,2,3,2,7,0,3,12,0,5,4,3,3,0,0,0,2,7,6,7,10,19,8,0,32,27,0,16,2,23,13,4,1
10/10/2020,441,5,31,40,114,107,67,59,35,9,10,0,229,212,0,169,10,58,141,18,45,0,0,0,0,1,2,1,1,0,3,2,0,0,1,2,2,0,0,0,3,1,4,5,2,8,8,0,14,17,0,8,0,10,12,1,0
11/29/2021,1471,7,77,371,285,292,201,179,98,33,12,0,737,723,11,268,50,281,475,145,252,0,1,0,1,0,1,1,3,0,5,2,0,2,1,3,1,0,0,2,4,4,10,19,11,18,9,0,41,36,0,15,2,36,17,3,4
9/15/2021,521,4,16,118,125,109,65,50,38,10,6,0,275,244,2,108,19,156,152,36,50,0,1,0,0,0,1,0,2,0,3,1,0,1,0,2,1,0,0,0,1,2,2,3,5,1,2,0,9,7,0,2,0,8,5,0,1
3/7/2021,173,4,12,16,42,39,33,24,11,5,3,0,83,90,0,48,16,28,62,11,8,0,0,0,0,1,1,0,2,0,2,2,0,0,0,2,2,0,0,1,0,2,1,2,0,3,3,0,6,6,0,9,1,1,1,0,0
10/26/2021,344,3,18,92,63,70,45,39,23,8,4,0,180,163,1,68,12,91,105,25,43,0,0,0,0,1,0,0,2,0,2,1,0,0,1,2,0,0,0,1,2,4,2,3,2,3,1,0,11,7,0,3,0,8,6,0,1
3/31/2020,490,16,161,5,57,104,97,92,69,39,27,0,260,230,0,112,20,226,89,16,27,0,0,0,4,1,0,5,6,0,6,10,0,2,0,14,0,0,0,2,7,16,25,33,31,26,21,0,72,89,0,30,3,104,18,5,1
5/16/2021,155,9,33,23,34,30,22,17,14,8,7,0,85,70,0,35,2,68,29,6,15,0,0,1,1,0,2,3,2,0,3,6,0,6,2,1,0,0,0,1,3,10,5,2,6,3,3,0,20,13,0,5,0,20,4,1,3
1/8/2021,1205,18,49,159,328,215,167,152,109,48,27,0,613,591,1,440,45,256,320,41,103,0,0,1,2,1,4,6,4,0,10,8,0,4,3,7,3,0,1,2,0,3,7,13,11,5,8,0,25,24,0,14,2,22,10,1,0
1/30/2022,400,9,14,97,74,70,61,26,35,23,14,0,220,174,6,90,30,54,141,19,66,0,0,1,1,0,1,3,3,0,4,5,0,3,0,3,3,0,0,1,1,0,0,2,3,2,5,0,4,10,0,4,0,2,8,0,0
12/10/2020,1705,19,116,227,365,329,281,230,161,64,48,0,903,792,10,736,64,300,359,55,191,0,0,0,1,2,5,3,8,0,4,15,0,8,2,4,5,0,0,5,11,11,12,17,19,22,19,0,59,57,0,32,2,48,26,3,5
10/10/2021,173,6,26,31,38,32,22,21,15,9,5,0,98,74,1,37,14,37,59,12,14,0,0,0,2,1,1,2,0,0,3,3,0,2,0,1,3,0,0,0,2,5,3,6,5,3,2,0,15,11,0,7,0,12,4,1,2
5/29/2021,89,7,23,17,16,17,15,15,7,1,1,0,42,47,0,26,1,38,10,4,10,0,0,0,1,2,1,1,2,0,3,4,0,0,1,5,1,0,0,1,2,2,1,5,6,3,3,0,15,8,0,4,0,13,5,0,1
6/23/2020,234,8,26,12,72,43,37,27,17,17,9,0,117,116,1,100,8,46,58,4,18,0,0,0,0,0,3,2,3,0,3,5,0,3,0,4,1,0,0,0,3,2,5,4,4,3,5,0,17,9,0,11,0,9,4,1,1
9/2/2021,496,6,38,85,139,120,65,44,23,13,7,0,246,250,0,102,22,120,134,27,91,0,0,0,2,1,0,2,1,0,5,1,0,1,0,4,1,0,0,0,3,4,5,7,9,3,7,0,18,20,0,8,2,15,10,1,2
11/14/2020,1400,16,104,168,321,277,239,172,126,76,21,0,713,686,1,441,55,246,421,61,176,0,0,0,2,1,5,6,2,0,7,9,0,6,0,7,3,0,0,3,4,6,14,20,17,28,12,0,48,56,0,34,2,34,27,6,1
8/10/2021,535,4,39,66,157,140,74,41,27,19,11,0,291,241,3,128,25,105,179,20,78,0,0,0,0,1,1,1,1,0,0,4,0,0,0,4,0,0,0,2,1,4,8,9,5,8,2,0,24,15,0,5,2,22,8,2,0
6/27/2020,131,5,13,11,42,21,23,14,10,7,3,0,64,67,0,47,5,36,26,4,13,0,0,0,0,0,1,2,2,0,4,1,0,1,0,3,1,0,0,1,4,0,2,1,3,0,2,0,8,5,0,8,0,4,1,0,0
3/7/2020,3,0,3,0,0,0,0,1,0,2,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,1,1,1,0
6/9/2021,64,4,7,11,14,7,12,10,4,3,3,0,33,30,1,17,2,24,16,2,3,0,0,0,0,1,1,0,2,0,2,2,0,0,0,3,1,0,0,0,1,1,0,3,1,0,1,0,2,5,0,4,0,1,2,0,0
7/4/2020,63,5,14,8,16,10,13,6,7,2,1,0,33,28,2,13,3,17,17,3,10,0,0,0,0,0,2,1,2,0,1,4,0,4,0,0,1,0,0,2,1,0,1,5,1,2,2,0,8,6,0,2,0,8,1,1,2
4/5/2020,292,26,147,3,31,50,49,73,42,20,24,0,127,165,0,85,11,115,60,8,13,0,0,0,2,5,2,10,7,0,8,18,0,5,0,18,3,0,0,0,3,11,24,36,26,24,23,0,56,91,0,31,11,81,17,6,1
12/5/2020,1204,13,84,165,270,217,170,185,118,51,28,0,610,593,1,486,50,218,287,43,120,0,0,2,1,2,1,2,5,0,5,8,0,7,0,4,2,0,0,4,5,9,5,11,25,13,12,0,41,43,0,25,5,32,17,4,1
1/29/2021,592,16,42,90,143,101,94,72,57,25,10,0,310,281,1,215,20,116,157,27,57,0,0,0,2,1,7,3,3,0,2,14,0,6,2,5,3,0,0,0,3,7,2,0,15,7,8,0,28,14,0,14,1,16,9,1,1
8/4/2021,499,3,28,70,142,120,77,42,22,18,8,0,256,242,1,84,13,134,164,26,78,0,0,0,0,1,2,0,0,0,2,1,0,0,0,3,0,0,0,2,7,1,4,5,3,3,3,0,17,11,0,4,0,16,6,0,2
1/25/2021,858,11,68,102,198,173,130,106,97,32,20,0,458,399,1,319,33,170,212,32,92,0,0,1,1,0,2,2,5,0,1,10,0,5,0,1,4,1,0,2,3,5,3,16,17,12,10,0,36,32,0,15,1,30,18,3,1
10/2/2020,414,4,27,46,107,98,59,40,23,30,11,0,206,208,0,183,15,44,125,16,31,0,0,0,0,1,0,2,1,0,2,2,0,2,0,1,1,0,0,0,3,4,4,4,4,4,4,0,14,12,1,8,3,8,7,1,0
3/3/2021,336,5,23,46,90,72,56,29,25,14,4,0,160,176,0,86,21,74,103,29,23,0,0,0,0,0,1,1,3,0,3,2,0,0,1,3,1,0,0,1,2,1,1,4,7,5,2,0,15,8,0,2,0,13,8,0,0
5/28/2021,139,4,21,31,33,18,22,17,8,6,4,0,89,50,0,39,4,62,19,3,12,0,0,0,0,0,2,1,1,0,3,1,0,0,0,4,0,0,0,1,2,1,5,7,1,3,1,0,9,12,0,3,0,15,2,1,0
9/11/2021,322,6,31,66,71,71,48,29,16,15,6,0,183,137,2,85,9,72,94,20,42,0,0,0,0,1,1,1,3,0,2,4,0,2,0,3,1,0,0,0,4,5,8,3,6,2,3,0,13,18,0,8,0,16,6,0,1
6/7/2020,111,20,31,3,30,30,16,13,8,7,4,0,53,58,0,51,4,27,12,2,15,0,0,1,2,1,8,1,7,0,7,13,0,10,0,8,2,0,0,0,6,6,5,5,4,5,0,0,18,13,0,16,2,10,1,1,1
3/30/2020,439,12,158,6,54,78,81,82,59,43,36,0,217,222,0,92,12,216,82,16,21,0,0,1,1,2,2,5,1,0,4,8,0,3,1,6,2,0,0,0,9,9,17,32,35,32,24,0,68,90,0,27,2,101,21,6,1
10/13/2021,361,4,25,84,86,65,47,34,30,9,6,0,183,177,1,53,22,89,130,33,34,0,0,1,0,1,1,0,1,0,3,1,0,1,0,3,0,0,0,1,3,6,4,3,4,3,1,0,20,5,0,6,1,14,2,1,1
12/26/2020,956,19,81,94,235,180,154,140,89,41,23,0,507,446,3,392,28,149,252,53,82,0,0,0,1,0,3,9,6,0,8,11,0,5,0,6,8,0,0,2,10,5,7,13,16,16,12,0,42,39,0,27,1,35,11,5,2
3/14/2020,31,0,9,0,9,2,7,6,3,3,1,0,18,13,0,2,2,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,0,7,2,0,2,0,4,3,0,0
3/5/2021,292,6,24,47,77,63,38,29,24,8,6,0,151,141,0,77,25,67,83,18,22,0,0,0,0,0,1,1,4,0,4,2,0,1,0,3,2,0,0,1,1,0,2,10,5,1,4,0,12,12,0,4,2,10,7,1,0
3/3/2020,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,3,0,0,0
11/18/2021,635,9,38,164,121,145,90,56,31,16,12,0,324,308,3,96,21,130,207,49,132,0,0,1,0,2,2,0,4,0,3,6,0,1,0,5,3,0,0,0,2,6,4,5,4,8,9,0,19,19,0,7,3,18,8,2,0
3/12/2021,351,9,16,52,94,80,49,46,18,6,6,0,203,148,0,97,15,74,121,11,33,0,0,1,1,3,1,1,2,0,4,5,0,3,0,5,1,0,0,1,3,0,3,3,2,3,1,0,9,7,0,4,0,7,4,1,0
1/24/2021,341,16,47,34,83,71,46,44,30,23,10,0,172,169,0,74,19,67,135,13,33,0,0,0,1,2,2,8,3,0,11,5,0,6,1,7,2,0,0,0,3,2,6,5,11,13,7,0,24,23,0,9,4,22,8,3,1
10/4/2020,152,5,22,19,34,26,20,25,13,12,3,0,63,89,0,41,6,32,52,6,15,0,0,0,0,0,0,1,4,0,3,2,0,1,0,1,3,0,0,0,2,2,0,3,6,8,1,0,11,11,0,2,0,14,5,1,0
3/8/2021,327,5,23,53,103,61,35,32,31,8,4,0,165,162,0,105,24,69,81,21,27,0,0,0,0,2,1,2,0,0,2,3,0,3,0,2,0,0,0,0,2,2,1,4,8,3,3,0,14,9,0,5,0,11,5,2,0
12/19/2020,852,24,80,96,171,162,160,119,75,40,29,0,450,396,6,331,50,123,222,45,81,0,0,0,0,0,6,7,11,0,11,13,0,8,1,7,8,0,0,2,8,4,5,17,17,12,15,0,43,37,0,31,3,31,12,2,1
4/11/2021,363,5,52,70,82,76,61,30,28,12,4,0,193,170,0,77,16,128,101,12,29,0,2,0,0,1,0,2,0,0,3,2,0,3,0,1,1,0,0,0,1,9,6,7,14,11,4,0,24,28,0,10,5,25,9,3,0
10/23/2020,1016,4,65,126,251,188,173,134,90,37,16,1,543,468,5,315,33,207,323,35,103,0,0,0,0,0,0,0,4,0,3,1,0,2,0,1,1,0,0,3,5,8,4,12,17,11,5,0,33,32,0,17,2,22,21,0,3
2/12/2021,358,13,28,42,106,69,48,25,40,20,8,0,169,189,0,99,17,73,119,22,28,0,0,1,2,2,2,3,3,0,5,8,0,3,0,4,6,0,0,1,2,2,4,4,8,5,2,0,12,16,0,4,1,14,6,3,0
9/29/2021,414,3,25,93,87,102,51,37,25,14,5,0,211,198,5,57,14,127,136,42,38,0,0,0,1,0,0,1,1,0,1,2,0,1,0,2,0,0,0,0,3,5,3,4,5,2,3,0,16,9,0,6,0,12,6,0,1
11/28/2021,495,3,57,74,104,109,86,54,39,15,14,0,246,243,6,74,14,105,172,41,89,0,0,0,0,1,1,0,1,0,2,1,0,0,0,1,2,0,0,3,3,5,6,14,16,3,7,0,25,32,0,14,2,26,12,1,2
11/17/2021,734,2,39,154,156,158,99,72,38,26,31,0,370,361,3,102,15,154,248,70,145,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,3,6,3,6,5,5,11,0,24,15,0,6,1,21,9,1,1
2/22/2021,389,8,28,53,90,84,57,54,32,11,8,0,199,190,0,155,13,66,107,11,37,0,0,0,2,2,1,2,1,0,4,4,0,4,0,4,0,0,0,0,1,2,4,4,9,1,7,0,11,17,0,10,0,10,7,1,0
8/5/2020,378,4,20,44,115,82,54,33,32,14,4,0,184,192,2,180,4,87,80,11,16,0,0,0,1,0,2,1,0,0,0,4,0,3,0,1,0,0,0,0,2,0,2,4,5,3,4,0,11,9,0,5,0,10,4,0,1
10/21/2020,1180,6,60,116,380,246,176,130,84,32,16,0,613,567,0,445,32,184,355,56,108,0,0,0,0,0,0,0,6,0,4,2,0,2,0,1,2,1,0,2,5,10,6,8,16,8,5,0,29,31,0,21,0,24,13,2,0
10/25/2021,362,3,32,82,78,65,51,35,26,17,8,0,187,172,3,64,14,77,133,29,45,0,0,0,0,2,1,0,0,0,0,3,0,1,0,2,0,0,0,0,1,5,1,7,9,3,6,0,19,13,0,6,2,14,10,0,0
8/18/2021,555,3,26,75,152,122,80,59,39,20,8,0,273,279,3,118,21,138,171,24,83,0,0,0,0,1,1,0,1,0,0,3,0,0,0,2,1,0,0,1,2,3,4,2,9,2,3,0,14,12,0,4,0,15,7,0,0
7/12/2020,97,4,15,7,33,15,19,11,3,7,2,0,52,45,0,31,4,27,23,2,10,0,0,0,0,0,2,0,2,0,2,2,0,0,0,1,3,0,0,1,3,0,1,2,2,5,1,0,6,9,0,3,3,8,1,0,0
8/2/2021,474,3,24,66,138,113,74,40,27,12,4,0,251,220,3,116,25,118,125,14,76,0,0,1,0,1,0,0,1,0,1,2,0,0,0,3,0,0,0,0,3,5,1,4,3,4,4,0,16,8,0,4,0,17,3,0,0
8/19/2020,486,5,22,58,150,90,57,71,40,13,7,0,256,229,1,216,4,92,118,25,31,0,0,0,1,0,2,1,1,0,3,2,0,2,0,1,2,0,0,1,2,2,1,6,2,6,2,0,11,11,0,4,0,12,5,0,1
7/4/2021,18,1,4,6,2,6,1,0,0,2,1,0,10,8,0,3,2,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,3,1,0,0,0,2,1,1,0
10/7/2021,382,4,17,82,86,86,48,36,30,11,3,0,206,176,0,78,11,86,133,30,44,0,0,0,0,0,1,1,2,0,2,2,0,0,0,2,2,0,0,0,1,0,3,2,7,2,2,0,12,5,0,3,0,8,5,1,0
4/29/2020,1152,44,158,54,208,231,219,201,118,62,59,0,547,604,1,632,20,200,148,39,113,0,1,1,4,4,5,9,20,0,21,23,0,16,3,13,12,0,0,0,12,11,23,26,34,20,32,0,79,79,0,59,4,48,36,9,2
5/3/2020,466,45,138,10,97,78,76,81,66,31,27,0,215,251,0,239,9,123,50,14,31,0,0,0,2,4,13,13,13,0,20,25,0,20,0,16,9,0,0,2,10,18,16,27,22,21,22,0,62,76,0,67,1,43,18,8,1
7/19/2020,100,2,22,14,27,23,9,14,6,6,1,0,53,46,1,26,2,35,28,3,6,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,1,2,5,5,3,2,1,0,13,9,0,1,0,18,3,0,0
11/24/2020,1927,17,122,239,445,367,324,251,163,84,53,1,1021,898,8,691,67,368,455,92,254,0,0,0,1,1,3,8,4,0,2,15,0,3,1,8,5,0,0,2,4,7,13,22,30,17,27,0,58,64,0,36,6,50,25,2,3
11/16/2020,2557,26,153,317,600,484,456,340,203,96,61,0,1327,1222,8,1060,77,448,595,97,280,0,0,1,1,4,5,8,7,0,9,17,0,15,2,5,4,0,0,0,15,8,17,19,32,33,29,0,72,81,0,48,8,65,28,4,0
8/30/2020,100,5,22,12,24,16,18,14,8,4,4,0,48,51,1,30,1,24,37,5,3,0,0,0,0,0,0,3,2,0,4,1,0,1,0,4,0,0,0,2,2,1,2,4,4,2,5,0,8,13,1,6,0,9,7,0,0
2/5/2021,403,8,44,49,101,73,52,54,36,22,16,0,205,196,2,126,24,84,104,20,45,0,0,1,0,1,3,0,3,0,4,4,0,3,0,4,1,0,0,1,2,5,6,5,8,8,9,0,26,18,0,12,2,23,7,0,0
1/26/2021,644,12,52,79,156,122,113,87,46,29,12,0,315,328,1,216,26,138,177,32,55,0,1,0,0,0,1,4,6,0,5,7,0,2,0,7,2,1,0,1,4,5,3,9,11,9,10,0,26,26,0,14,1,23,10,2,2
1/21/2021,817,10,61,97,191,160,121,118,76,36,18,0,417,399,1,313,27,183,186,41,67,0,0,1,1,0,2,2,4,0,5,5,0,3,0,5,2,0,0,3,3,5,5,11,14,17,3,0,30,31,0,19,2,30,8,2,0
4/13/2021,677,4,51,81,199,141,112,89,30,13,12,0,368,306,3,171,26,230,168,16,66,0,0,0,0,1,0,1,2,0,0,4,0,0,0,3,1,0,0,0,7,8,5,14,6,6,5,0,28,23,0,5,4,35,6,1,0
9/6/2020,143,2,11,16,44,30,17,18,10,3,5,0,72,71,0,57,0,29,46,5,6,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,1,2,0,3,2,2,0,7,4,0,4,0,5,2,0,0
7/21/2020,290,1,30,24,83,57,55,31,23,8,9,0,143,146,1,98,3,94,59,16,20,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,5,6,2,4,4,5,0,14,16,0,7,1,14,6,0,2
5/1/2020,1175,39,140,59,224,222,205,195,134,68,68,0,636,539,0,637,29,228,132,37,112,0,1,0,1,4,12,8,13,0,14,25,0,12,1,15,10,0,1,0,14,13,16,23,24,30,20,0,76,64,0,49,3,62,22,3,1
7/22/2020,365,4,34,39,123,82,56,28,22,13,2,0,190,173,2,137,9,82,103,10,24,0,0,0,0,1,0,1,2,0,1,3,0,1,0,1,2,0,0,3,3,7,5,1,6,7,2,0,19,15,0,12,1,15,4,1,1
9/16/2020,365,4,32,47,120,78,48,34,25,10,3,0,203,162,0,177,6,58,98,3,23,0,0,0,0,0,2,1,1,0,3,1,0,1,0,1,2,0,0,1,3,2,3,0,13,6,4,0,23,9,0,10,0,10,9,1,2
8/11/2020,386,4,22,48,103,74,66,48,37,7,3,0,184,201,1,172,6,80,89,14,25,0,0,0,0,1,0,1,2,0,1,3,0,1,1,2,0,0,0,1,0,3,1,4,9,1,3,0,15,7,0,5,0,9,7,1,0
8/27/2021,543,3,37,95,151,109,71,52,38,15,12,0,291,252,0,123,11,158,157,11,83,0,0,0,0,0,0,0,3,0,1,2,0,1,0,0,2,0,0,0,4,3,5,5,9,4,7,0,20,17,0,7,0,18,9,1,2
4/9/2021,771,5,60,137,221,150,112,74,52,17,8,0,413,357,1,195,27,247,211,19,72,0,0,0,1,2,0,0,2,0,1,4,0,2,1,0,2,0,0,1,4,4,14,15,11,6,5,0,33,27,0,10,1,32,14,2,1
7/17/2020,325,3,26,35,102,66,48,35,21,13,5,0,168,156,1,136,7,81,67,10,24,0,0,0,0,2,0,0,1,0,1,2,0,2,0,1,0,0,0,0,5,2,9,3,2,3,2,0,11,15,0,5,0,14,5,0,2
11/10/2020,3354,14,140,397,817,689,546,437,287,126,55,0,1720,1626,8,1392,105,572,833,132,320,0,0,0,1,0,1,7,5,0,10,4,0,3,0,8,3,0,0,0,4,12,15,24,32,32,21,0,61,79,0,47,2,52,30,7,2
9/5/2020,203,3,23,23,61,40,34,21,17,6,1,0,94,109,0,95,5,31,56,5,11,0,0,0,0,1,0,1,1,0,1,2,0,2,0,1,0,0,0,0,1,3,3,5,5,3,3,0,14,9,0,6,0,7,9,1,0
8/27/2020,382,2,24,40,132,75,59,32,24,12,8,0,209,172,1,191,6,66,86,16,17,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,4,3,4,2,4,5,2,0,18,6,0,11,0,6,5,2,0
1/26/2022,1176,21,51,331,244,202,144,96,80,39,40,0,621,547,8,283,58,187,377,57,214,0,0,0,1,2,4,5,9,0,11,10,0,3,0,10,8,0,0,1,2,4,4,5,8,7,20,0,25,26,0,11,4,13,22,0,1
12/23/2020,1222,21,95,140,289,222,193,166,118,62,32,0,635,581,6,473,50,249,274,53,123,0,0,0,2,2,5,5,7,0,6,15,0,8,1,5,7,0,0,1,3,4,4,15,20,26,22,0,43,52,0,23,7,34,27,3,1
12/14/2021,2743,14,100,510,845,622,346,220,132,43,23,2,1442,1273,28,338,57,761,821,214,552,0,0,1,2,3,3,1,4,0,10,4,0,4,0,4,6,0,0,5,16,14,12,10,19,15,9,0,56,44,0,12,0,56,20,5,7
9/8/2021,661,7,45,137,180,137,68,62,43,22,12,0,355,301,5,146,29,184,185,34,83,0,0,0,0,3,0,2,2,0,6,1,0,1,0,5,1,0,0,1,4,10,2,8,8,3,9,0,18,27,0,7,1,26,9,1,1
9/21/2021,469,6,34,120,98,82,65,48,30,18,8,0,246,218,5,89,15,144,139,26,56,0,0,0,1,1,1,1,2,0,0,6,0,0,0,4,2,0,0,0,3,2,6,4,10,4,5,0,16,18,0,6,0,21,5,1,1
6/10/2020,233,12,29,10,57,46,31,36,26,18,9,0,129,101,3,114,5,52,34,4,24,0,0,1,2,2,1,4,2,0,5,7,0,5,1,6,0,0,0,0,1,3,2,8,3,6,6,0,17,12,0,7,1,16,5,0,0
10/3/2021,206,4,27,46,40,36,24,27,20,9,4,0,103,103,0,34,8,55,79,8,22,0,0,0,0,1,2,0,1,0,0,4,0,1,0,1,2,0,0,0,4,2,3,3,3,10,2,0,16,11,0,3,1,15,6,1,1
11/15/2021,691,5,37,194,121,144,99,67,35,20,11,0,343,338,10,101,11,174,215,55,135,0,0,0,0,0,2,1,2,0,4,1,0,1,0,2,2,0,0,1,5,4,4,5,8,4,6,0,20,17,0,7,2,16,8,0,4
2/17/2021,386,8,33,36,119,70,70,47,24,10,10,0,193,193,0,122,9,80,120,14,41,0,0,0,0,1,2,2,3,0,2,6,0,1,0,2,4,0,1,1,2,1,6,6,8,6,3,0,14,19,0,6,0,17,9,1,0
6/19/2020,220,15,37,28,69,38,29,24,16,9,7,0,112,106,2,97,3,56,33,8,23,0,0,0,1,3,3,2,6,0,7,8,0,3,1,5,6,0,0,3,4,2,6,7,8,3,4,0,18,19,0,12,0,19,5,1,0
9/25/2020,380,3,37,44,102,78,66,46,26,12,6,0,203,176,1,179,14,57,83,13,34,0,0,0,1,1,0,0,1,0,1,2,0,1,0,2,0,0,0,2,5,7,10,2,6,3,2,0,19,18,0,15,0,13,6,1,2
6/28/2021,50,2,11,12,9,9,9,5,3,3,0,0,18,32,0,12,3,20,8,3,4,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,2,1,0,2,1,3,1,0,7,4,0,6,0,5,0,0,0
9/27/2021,472,6,37,121,99,90,47,55,40,10,10,0,247,223,2,102,13,138,148,25,46,0,0,1,1,0,2,1,1,0,1,5,0,1,1,3,1,0,0,0,3,6,3,10,8,4,3,0,21,16,0,4,2,17,10,1,3
3/28/2021,354,7,44,30,120,74,51,41,24,8,6,0,192,162,0,73,20,81,137,14,29,0,0,0,2,2,2,0,1,0,1,6,0,3,0,2,2,0,0,0,5,4,2,19,8,4,2,0,20,24,0,9,1,26,6,2,0
7/20/2021,187,3,12,33,46,50,27,17,7,5,2,0,98,89,0,29,7,54,59,8,30,0,0,0,0,2,0,1,0,0,1,2,0,0,0,3,0,0,0,0,2,1,3,2,0,2,2,0,6,6,0,4,0,6,1,1,0
5/28/2020,524,22,70,41,111,90,98,69,62,27,26,0,262,258,4,245,10,133,69,11,56,0,0,0,1,5,1,4,11,0,11,11,0,10,0,7,5,0,0,4,2,10,7,9,15,8,15,0,34,36,0,31,2,23,12,0,2
3/27/2021,412,4,33,61,108,94,56,46,34,9,4,0,201,211,0,98,22,82,163,17,30,0,0,0,1,1,1,0,1,0,2,2,0,0,0,3,1,0,0,0,4,1,8,5,7,4,4,0,16,17,0,11,1,13,8,0,0
